183.04	        0.287373	0
182.564096	0.408179	0
181.081472	0.766938	0
178.628736	1.352666	0
175.229683	2.145229	0
170.917261	3.120832	0
165.739059	4.252019	0
159.74816	5.502182	0
153.004966	6.842035	0
145.582694	8.233139	0
137.561882	9.640717	0
129.024896	11.02816	0
120.065088	12.360691	0
110.78313	13.601702	0
101.277862	14.716416	0
91.65545	15.671885	0
82.022054	16.433331	0
72.478349	16.971469	0
63.053619	17.222234	0
53.940058	17.143526	0
45.251149	16.729856	0
37.085734	15.990374	0
29.546317	14.941555	0
22.717094	13.614515	0
16.678605	12.044032	0
11.498573	10.277696	0
7.233741	8.357606	0
3.926208	6.333184	0
1.607091	4.244698	0
0.294694	2.125094	0
0	               0	0
0.708365	-2.024422	0
2.394163	-3.849331	0
5.0336	        -5.463744	0
8.591898	-6.860339	0
13.023296	-8.029965	0
18.278374	-8.96713	0
24.29856	-9.668173	0
31.016128	-10.138586	0
38.365184	-10.38935	0
46.268851	-10.438771	0
54.650253	-10.310643	0
63.42519	-10.036083	0
72.505805	-9.649869	0
81.886605	-9.157491	0
91.38455	-8.553459	0
100.895309	-7.867059	0
110.312717	-7.125747	0
119.536102	-6.355149	0
128.464794	-5.579059	0
136.998118	-4.810291	0
145.044557	-4.067149	0
152.512589	-3.360614	0
159.318016	-2.703501	0
165.383962	-2.10679	0
170.63904	-1.577805	0
175.026509	-1.127526	0
178.493286	-0.766938	0
180.999104	-0.50336	0
182.512845	-0.342285	0
183.04	        -0.287373	0
		
		
		
		
		
		
		
