   0.2190000000000000E+02,   0.0000000000000000E+00,   0.1151210289800000E-05,  -0.4691271378435215E+02
   0.2148420448300000E+02,   0.0000000000000000E+00,   0.3298630314900000E-01,  -0.1033136913906194E+03
   0.2148428994200000E+02,   0.0000000000000000E+00,   0.2858167872300000E-01,  -0.8341367951626879E+02
   0.2088597452800000E+02,   0.0000000000000000E+00,   0.6435888523900000E-01,  -0.1010249814921135E+03
   0.2088604300800000E+02,   0.0000000000000000E+00,   0.4792546021100000E-01,  -0.7914801490329637E+02
   0.2004418069400000E+02,   0.0000000000000000E+00,   0.9794100846900000E-01,  -0.1169785328048455E+03
   0.2004419950100000E+02,   0.0000000000000000E+00,   0.5869450594500000E-01,  -0.1031368650728767E+03
   0.1889415523800000E+02,   0.0000000000000000E+00,   0.1333879131500000E+00,  -0.1169785328048454E+03
   0.1889420060400000E+02,   0.0000000000000000E+00,   0.5691813959500001E-01,  -0.1169785328048455E+03
   0.1738435200000000E+02,   0.0000000000000000E+00,   0.1682848621500000E+00,  -0.1169785328048455E+03
   0.1738469102000000E+02,   0.0000000000000000E+00,   0.3791825232800000E-01,  -0.1169785328048455E+03
   0.1550203848600000E+02,   0.0000000000000000E+00,   0.1984749018000000E+00,  -0.1169785328048454E+03
   0.1550321017700000E+02,   0.0000000000000000E+00,   0.6498923753800000E-03,  -0.1169785328048455E+03
   0.1330076730900000E+02,   0.0000000000000000E+00,   0.2189620113000000E+00,  -0.1169785328048454E+03
   0.1330351317500000E+02,   0.0000000000000000E+00,  -0.4950514310500000E-01,  -0.8393074696352713E+02
   0.1091156262600000E+02,   0.0000000000000000E+00,   0.2255248953100000E+00,  -0.1169785328048454E+03
   0.1091656174200000E+02,   0.0000000000000000E+00,  -0.1006871017100000E+00,  -0.6091432752461154E+02
   0.8527701235700000E+01,   0.0000000000000000E+00,  -0.1353361533800000E+00,  -0.8807586970795288E+02
   0.8520204978400001E+01,   0.0000000000000000E+00,   0.2164800567800000E+00,  -0.1169785328048455E+03
   0.6324221399900000E+01,   0.0000000000000000E+00,  -0.1446222998800000E+00,  -0.1131028789911855E+03
   0.6314644232400000E+01,   0.0000000000000000E+00,   0.1938324930800000E+00,  -0.1135514175222357E+03
   0.4439768380700000E+01,   0.0000000000000000E+00,  -0.1414038628400000E+00,  -0.1041311307217749E+03
   0.4428886075100000E+01,   0.0000000000000000E+00,   0.1619099253400000E+00,  -0.1026993222421750E+03
   0.2929484268500000E+01,   0.0000000000000000E+00,  -0.1308179337800000E+00,  -0.9733125810618998E+02
   0.2918194659200000E+01,   0.0000000000000000E+00,   0.1257651019700000E+00,  -0.9266419185812451E+02
   0.1781202059600000E+01,   0.0000000000000000E+00,  -0.1159248281800000E+00,  -0.9103199596405264E+02
   0.1770361522400000E+01,   0.0000000000000000E+00,   0.8957445218300000E-01,  -0.8714887786918537E+02
   0.9435434013000000E+00,   0.0000000000000000E+00,  -0.9716622516600000E-01,  -0.7112496884057070E+02
   0.9339741808600001E+00,   0.0000000000000000E+00,   0.5583690469699999E-01,  -0.7113810620634013E+02
   0.3529723032700000E+00,   0.0000000000000000E+00,  -0.7247809444800001E-01,  -0.6010317312758625E+02
   0.3456756160300000E+00,   0.0000000000000000E+00,   0.2534348536400000E-01,  -0.5426709900494175E+02
   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,  -0.3722788961271952E+02
   0.3383789287900000E+00,   0.0000000000000000E+00,   0.1231650651800000E+00,  -0.3835903214374644E+02
   0.9244049604300001E+00,   0.0000000000000000E+00,   0.2088400345600000E+00,  -0.5722102175057178E+02
   0.1759520985200000E+01,   0.0000000000000000E+00,   0.2950737325400000E+00,  -0.7657947534530680E+02
   0.2906905050000000E+01,   0.0000000000000000E+00,   0.3823481377300000E+00,  -0.9025316408558423E+02
   0.4418003769500000E+01,   0.0000000000000000E+00,   0.4652237135200000E+00,  -0.1032554148065026E+03
   0.6305067065000000E+01,   0.0000000000000000E+00,   0.5322872860400000E+00,  -0.1129570468067995E+03
   0.8512708721099999E+01,   0.0000000000000000E+00,   0.5682962669400000E+00,  -0.8926661398153512E+02
   0.1090656350900000E+02,   0.0000000000000000E+00,   0.5517368923300000E+00,  -0.6325220186256058E+02
   0.1329802144200000E+02,   0.0000000000000000E+00,   0.4874291657100000E+00,  -0.7120419019840863E+02
   0.1550086679600000E+02,   0.0000000000000000E+00,   0.3962999112300000E+00,  -0.9132012057293670E+02
   0.1738401298000000E+02,   0.0000000000000000E+00,   0.2986514719700000E+00,  -0.1169785328048455E+03
   0.1889410987200000E+02,   0.0000000000000000E+00,   0.2098576867100000E+00,  -0.1169785328048455E+03
   0.2004416188700000E+02,   0.0000000000000000E+00,   0.1371875109900000E+00,  -0.1169785328048455E+03
   0.2088590604800000E+02,   0.0000000000000000E+00,   0.8079231026600001E-01,  -0.8472599836194043E+02
   0.2148411902300000E+02,   0.0000000000000000E+00,   0.3739092757500000E-01,  -0.2586469997692696E+02
   0.2148437540100000E+02,   0.0000000000000000E+00,   0.2417705429700000E-01,  -0.6881053881889422E+02
   0.2088611148800000E+02,   0.0000000000000000E+00,   0.3149203518300000E-01,  -0.5160186595142800E+02
   0.2004421830700000E+02,   0.0000000000000000E+00,   0.1944800342100000E-01,  -0.2525439532968867E+02
   0.1889424597100000E+02,   0.0000000000000000E+00,  -0.1955163396200000E-01,  -0.7382005103981102E+01
   0.1738503003900000E+02,   0.0000000000000000E+00,  -0.9244835749400000E-01,   0.3381654818043626E+01
   0.1550438186700000E+02,   0.0000000000000000E+00,  -0.1971751170500000E+00,   0.1009943660604297E+02
   0.1330625904200000E+02,   0.0000000000000000E+00,  -0.3179722975100000E+00,   0.1861056375940774E+02
   0.1092156085900000E+02,   0.0000000000000000E+00,  -0.4268990987299999E+00,   0.2831847664596556E+02
   0.8535197493100000E+01,   0.0000000000000000E+00,  -0.4871523635400000E+00,   0.3065114102120079E+02
   0.6333798567300000E+01,   0.0000000000000000E+00,  -0.4830770928400000E+00,   0.2994364754158398E+02
   0.4450650686200000E+01,   0.0000000000000000E+00,  -0.4447176510100000E+00,   0.2822292692616719E+02
   0.2940773877700000E+01,   0.0000000000000000E+00,  -0.3874009695300000E+00,   0.2045883398088528E+02
   0.1792042596700000E+01,   0.0000000000000000E+00,  -0.3214241085300000E+00,   0.1100136471893176E+02
   0.9531126217400000E+00,   0.0000000000000000E+00,  -0.2501693550300000E+00,   0.1753428281568773E+00
   0.3602689905200000E+00,   0.0000000000000000E+00,  -0.1702996742600000E+00,  -0.1798076708063921E+02
   0.3310822415500000E+00,   0.0000000000000000E+00,   0.2209866449900000E+00,  -0.6742746556012187E+02
   0.9148357399900001E+00,   0.0000000000000000E+00,   0.3618431644200000E+00,  -0.9235014206884927E+02
   0.1748680448000000E+01,   0.0000000000000000E+00,   0.5005730129000000E+00,  -0.8612243306062282E+02
   0.2895615440700000E+01,   0.0000000000000000E+00,   0.6389311734799999E+00,  -0.5815492482642114E+02
   0.4407121463900000E+01,   0.0000000000000000E+00,   0.7685375017000000E+00,  -0.3226303156851008E+02
   0.6295489897600000E+01,   0.0000000000000000E+00,   0.8707420789999999E+00,  -0.1440095980992468E+02
   0.8505212463700000E+01,   0.0000000000000000E+00,   0.9201124771100000E+00,   0.2257433206601300E+01
   0.1090156439200000E+02,   0.0000000000000000E+00,   0.8779488893500000E+00,   0.1869429256979965E+02
   0.1329527557500000E+02,   0.0000000000000000E+00,   0.7558963201100000E+00,   0.2566232611199838E+02
   0.1549969510600000E+02,   0.0000000000000000E+00,   0.5941249206500000E+00,   0.2976740428582963E+02
   0.1738367396000000E+02,   0.0000000000000000E+00,   0.4290180817899999E+00,   0.3142343463672577E+02
   0.1889406450500000E+02,   0.0000000000000000E+00,   0.2863274602700000E+00,   0.3403088257442041E+02
   0.2004414308100000E+02,   0.0000000000000000E+00,   0.1764340135200000E+00,   0.3333951307859538E+02
   0.2088583756800000E+02,   0.0000000000000000E+00,   0.9722573529400000E-01,   0.2311494643751183E+02
   0.2148403356400000E+02,   0.0000000000000000E+00,   0.4179555200200000E-01,  -0.3130891376315624E+01
   0.2481304353100000E+02,   0.8475000000000000E+01,   0.9209682318100000E-06,  -0.4871543984163963E+02
