0,9.05
0.00152827305145187,5.3
0.0025471217524198,-0.843
0.00356597045338769,-53.7
0.0957717778909832,19.5
0.0957717778909832,21
0.208863983698421,35.2
0.208863983698421,37.5
0.208863983698421,40
0.322465613856342,44.6
0.322465613856342,46.3
0.322465613856342,48.1
0.434538970962812,49.2
0.434538970962812,51.3
0.434538970962812,54.6
0.546612328069282,52.4
0.546612328069282,54.9
0.546612328069282,58
0.658685685175751,53.4
0.658685685175751,56.4
0.658685685175751,58.6
0.775853285787061,54.9
0.775853285787061,57.1
0.775853285787061,58.3
0.775853285787061,57.6
0.88792664289353,54.4
0.88792664289353,55.4
0.88792664289353,51.7
0.88792664289353,40.6
0.88792664289353,34.6
0.88792664289353,14.8
0.88792664289353,-38.9
0.88792664289353,-74.3
0.918492103922568,14.7
0.943963321446765,-22.3
0.964340295466123,18.2
1,26.4
1,-60.4
1,-357
1,-83.5
1,-38.4
1,-83.3
1,-152
